mu sigma
3.0407313084441023 2.786117973350304
2.9786160187299653 2.8371395662547934
3.0052675799277413 2.7655082073247286
2.9470326455180884 2.819157442679356
2.950694200372093 2.779887798147695
3.0368747323551535 2.82186577404419
2.9432617685459994 2.7904263297587386
2.9660952384526023 2.8331385928832447
2.9449975338885857 2.815901943577199
3.0418039118174516 2.788364402749174
2.994563342541957 2.8382716197892917
3.015770755084471 2.8346025191161535
3.011890760523794 2.767274724133546
2.9415564819694313 2.8049222870622357
3.0023899226620046 2.7655177002391937
2.995970017594372 2.764995698003321
2.965679884329599 2.7707258730638866
2.964722383885638 2.831774236401872
3.025505876593997 2.82966745015584
2.9744464737420726 2.8352676741772815
2.9696463376354543 2.7693397564913544
2.956726702889258 2.8269732313127856
3.0182204937610746 2.8330244427266043
2.9441276634876923 2.811843056966162
2.9909402361415953 2.837581505435194
3.020120141822162 2.770935238169952
2.952220519313755 2.7800191141512576
3.043942829261386 2.803734670443471
2.952674061532093 2.779717917914878
2.9545748216475474 2.778057170665116
2.9912518140517874 2.837445255422417
2.974695765173058 2.834953790837902
2.9839423253793447 2.836789234890605
3.0332275743727677 2.823345424499734
2.999156243407519 2.8369480370954308
2.9761037587337547 2.76789016484598
2.998975735940305 2.766038372102057
3.0301116772924845 2.825683975463499
2.959759858484764 2.774948281136658
3.031089841281579 2.7782836084713636
3.002777641985447 2.7666370330543026
3.034883845858337 2.781861624622973
3.0187160752212714 2.770986814056617
2.957793616668079 2.776369697066983
3.04312514040825 2.802691531395503
2.9431312331776462 2.801694550239862
3.041851168781839 2.7941014599671963
2.9628849793732757 2.829486329031565
2.9789556146083114 2.7678150495040823
3.0426013177968185 2.804287781639161
3.0220108705476028 2.8299462982798778
2.9973232957859164 2.7665857852590614
3.0414451916393443 2.809085460325913
2.951461740988199 2.7826380402877913
2.978133117453897 2.8347752867409746
2.94548937555972 2.8106904784343065
2.9598748885313366 2.827286106052279
2.9888173882903892 2.836224397759102
3.037984985161075 2.787336135976775
2.9452223698517503 2.7937490306303445
3.0420532221917442 2.804187411285976
2.9444515205556887 2.806109149362826
3.038997855395154 2.7892727473649233
2.9786186597857105 2.8346033176160326
3.022469628289344 2.82926366125285
3.0420359480703416 2.8037387240930514
3.0266469249360393 2.7764760443470675
2.956434005372393 2.7789525677894176
3.0416495551226514 2.8027136714135064
3.0199475437528793 2.7729196479585507
2.9468488506309236 2.811785845473306
3.032529989236385 2.821394236703119
2.961244822960764 2.827240639389202
2.966285140145189 2.8299347787892186
3.026662565804561 2.826049875114146
2.9615615102714403 2.775862375296069
2.9557967986643616 2.8228788699749234
3.0268278608802945 2.7773375013764405
2.9456000880639257 2.8057072234063396
3.0354301237588444 2.8172268053769276
2.9457479150892047 2.805593694686903
2.9458601263564814 2.8055741675697505
3.0365568021984704 2.7877822572672546
2.968244535350963 2.8301155965224902
2.960682646098376 2.8260172591244395
3.022913838955839 2.775389030021398
2.9514748008131937 2.78552193666566
3.039398301922074 2.794576679624684
2.960899326482122 2.776997214237491
3.000449068960021 2.7684403965950977
2.9463356749499185 2.796926708293514
3.00691092886465 2.833293189745687
2.9826500678887276 2.833876165472499
2.947871119600191 2.7926051646264263
3.0103254006650895 2.8323063071157577
3.006578688505984 2.8332005243423626
3.014625533404458 2.8309029766203233
3.038376285070519 2.7933176831979676
3.018409973403871 2.829182686316452
2.9970428353298844 2.7685925756557643
3.006891967562118 2.832868145537011
2.981418462568146 2.7695913293048418
2.998066810897468 2.8341400967834818
2.950411390998562 2.8144478105036255
3.02327866243924 2.7764813887789277
2.952908033251071 2.817642631075772
2.9475900979898246 2.8067468399332034
3.025010116205981 2.825009216244415
2.963974619436496 2.8265809144442504
2.96547840769981 2.7755275899713445
2.992845480542923 2.8338674468566323
2.994475364626647 2.8338297868948006
3.038705850701805 2.7983324140014636
2.9840344032597486 2.769675675035784
2.9531258910739173 2.817113442072578
2.952896187956763 2.8167509987371524
3.0314544453755303 2.818967419120751
3.0342375932456815 2.8152677017493115
2.9523737321968273 2.815697500617013
2.953708474621792 2.817372247556484
2.9494421455034567 2.810036501616187
2.9772900246764102 2.831428779941429
2.9502553962582274 2.791211769788248
2.968033358962338 2.8280570655178177
2.9482120670581202 2.804489208475858
3.0293369764837563 2.782473741764159
2.995796947125507 2.8332383594227126
2.9680702952259157 2.774988765878797
3.0045283121974826 2.770635339671431
2.99081995601941 2.7696389190633797
3.0044260043732662 2.8321838660124805
3.0213753639671763 2.8261574799374323
2.9724441249813234 2.773229156636123
2.9623036000585974 2.8245423458938164
3.0374008851068632 2.7968335443283783
2.9485528955634157 2.798393753066548
3.018753069817868 2.827367802861315
2.950485639523217 2.791878701787296
3.0365155063747524 2.808977737461835
3.036389404588198 2.793708542581095
3.0216267016299687 2.8256914762317398
3.036570322528784 2.7944195947002672
2.995253608346671 2.769928664445808
2.9945908726814996 2.832902934716471
2.950192439475357 2.79301880158453
2.9839174279626213 2.770602768166775
3.025562715581353 2.8229948669608524
3.0036740506243937 2.831951865309888
2.949532909704093 2.7952429254045614
3.003633615969342 2.7709150353122376
3.006829525163073 2.771584887558063
3.013712884921654 2.77367838112876
3.018580490184877 2.827031304954051
2.9516479282056665 2.812408350952395
3.036900947664056 2.7976897470450646
2.949507535505662 2.796861213591801
2.963151886702124 2.8242371739649794
2.9491354427555483 2.8014285554733105
2.986784493370862 2.770665743133387
3.0197324389602107 2.8260958438470567
3.001707562849592 2.8317851883746794
2.9510557805483835 2.8101261071130326
3.036813412744626 2.801887049241163
3.026602589271377 2.7815760963387492
2.9772848211413017 2.830183495856044
3.036720424343566 2.802573639800272
3.016687917549805 2.8273750247068024
2.949599960602977 2.8036933467468126
3.0199198674341337 2.777097095738693
3.0361294737933306 2.806408681426478
3.0097545898747753 2.829863956659138
2.9927051752769094 2.832154640031386
2.962078934842788 2.8229256282042496
2.9902979388968776 2.7707435020447764
2.970868655361087 2.7750500108081066
2.976729553998452 2.829710157951836
2.955458468066773 2.8163065123509936
2.9509775517010666 2.79516662363151
3.023404792683071 2.779798296608625
3.0313412687006265 2.815363815643905
3.0160769302800787 2.8271149089650613
3.02596732062295 2.7818011588273546
2.952682807816549 2.8117607740489134
2.950188976293273 2.8005819411076494
3.0268492612948235 2.8201936120880244
2.988010737612848 2.8315282447459786
2.997112358373562 2.771192051643199
3.0272408665857724 2.783096924497733
3.0032033765007426 2.8308375004370188
3.0358303796038393 2.7992263075274875
2.979410671081748 2.772706177298029
3.0188151195406645 2.825601293020705
3.0025438605725405 2.8308144098760097
2.981148611227596 2.772426697038546
3.035229146417116 2.806098742838792
3.0080308642400655 2.773151653304464
3.0347463640119403 2.8078945193591047
3.0077134687217817 2.8297027895335543
2.9733414629801858 2.82799474924899
3.0307190074637003 2.7875433847537057
2.9611104118962333 2.8210626322515946
2.9685802342232988 2.8257474665895606
3.0136802555485938 2.7753373011247326
3.010571388237033 2.7742291447408594
3.034385846645578 2.807383784758995
2.974205653467672 2.8279691276388315
2.9626324907752286 2.780890195305585
2.951280738420045 2.7982444745303923
3.00303013699136 2.7724826424228723
2.9523233835551856 2.808568535942059
2.9973966001880905 2.771830754439452
2.953951978412526 2.790769314780249
3.010896983732464 2.828231484995998
3.0349712454539235 2.8015691123195623
3.0301000362992725 2.787619070616043
2.951915781534138 2.8063555867684604
3.0342709472146834 2.7964145069471096
3.025231909460186 2.8202729150303014
3.007156042838112 2.773610503475132
3.0113189547155548 2.7748616859058606
2.9620801729694266 2.8210800891721632
2.957859757003983 2.8171049725095596
2.9927132023657146 2.8307552618640965
2.951646973646324 2.8033955505873136
3.0098451668992916 2.7744816966682118
3.031384907126855 2.8128469017589404
3.002526919854533 2.772768505920331
2.9719845738135895 2.776154641137689
2.957791232230333 2.786091086157585
2.953078205683091 2.808950925172003
3.004259218918333 2.7731602671433158
2.9871288361255965 2.772400944383558
3.0257374780524198 2.8193951356303786
2.952071774976446 2.804881112434768
2.954235915977307 2.7915558515362875
3.005625040548189 2.829148550070377
2.965065820503852 2.78004713039744
2.95532856581974 2.8129202054679774
3.0007249753814143 2.829917124538888
2.9857855304866843 2.8299243095385886
3.0006513736798897 2.8298862380179464
2.953522684118814 2.7937761424504726
2.9910419907106305 2.830305072304888
2.9581933880862428 2.7862565790140295
3.0330488667290014 2.807673804986245
2.9834188565403097 2.7732614930616095
3.0125264950617296 2.826806433138735
2.959356465416865 2.817625524314474
2.9846103509998283 2.7731417978061588
3.028064559082755 2.81615054579337
2.969585816850305 2.7779194097771986
2.995764202685039 2.8299920422871128
2.957823179965991 2.787230916758558
3.0336447031365243 2.8013482456579695
2.9802517323472055 2.774181559195574
2.965493754591233 2.822321067630225
2.9835151577872 2.7735739333995664
2.9546911469942954 2.792506414311812
3.026909258919322 2.785734850213188
2.9579326046111483 2.7873433122757953
2.9602894579864407 2.8180267784553603
2.955708740257461 2.790660933162296
2.9803190999549956 2.774313598776788
2.965056789802868 2.82185259909907
2.9925358120258565 2.772855190102616
3.0076320073828895 2.7747863096325305
2.9660232170327845 2.7803428080780273
3.032310173851322 2.7950684374128523
2.9871227828238207 2.829464605226089
2.956285727604342 2.790068882972912
3.028859148617907 2.8143192769099175
2.965194517529052 2.7809884489369145
2.9649326932770226 2.781186535804631
2.9581536472902425 2.815269094276332
3.008835502947048 2.8273705859454057
2.95316092183906 2.8015161320164683
2.9591943403291854 2.7864620448963544
2.9736546098014105 2.7767488849669117
2.9803715772455934 2.77466139005498
2.9828137491956364 2.828531349950688
2.983835327016571 2.7740450244058574
2.970534314570949 2.778294754405659
3.0325685143725227 2.803479599270144
2.961943812681518 2.784284469284901
2.9735681090306434 2.777156660199533
3.0083230458523897 2.775670778232797
3.02192116777368 2.820332968275591
2.9569450495176715 2.812127813562666
2.986800108218187 2.82870187106123
3.0316704162232244 2.7967131572362014
2.9734122531368334 2.825248983202779
2.9924602097846824 2.8289688788783374
3.0306547987038956 2.7938857898125873
2.954574068049528 2.7971686545960637
2.9847957986495444 2.7744243002044495
2.9573921200737843 2.7904249987036
3.028673382910299 2.8125188072930203
2.954271224999436 2.801955218642265
2.962701990589192 2.7842925583696854
2.9827154144986743 2.7749296860551858
2.9584836816039326 2.789092347705811
3.029637684065051 2.8100609660015885
2.9546526376719195 2.8029845770323862
2.9631376072996134 2.7842505955808776
2.9823738342019106 2.8274785964096303
3.0108998740690045 2.777219469571267
2.9616366486963597 2.816915882338913
2.955909684590109 2.8077930871570183
3.024471975785743 2.785842243102854
3.014582618630444 2.7789418469455676
3.0289397569830157 2.7918792253834948
2.97014347153252 2.822926888100932
2.9576381810615087 2.7913552757942197
2.955430384206246 2.79717396229989
2.972907482361578 2.8241773311618834
3.0291657179548843 2.810001804094075
3.0303174616594415 2.7959933999621884
2.9716656156900174 2.8234321159084157
3.0222693728358814 2.818427916385466
3.0261818866359196 2.7883524411222496
3.0274435820966157 2.7902187857414624
3.0304864424974487 2.8045297128772972
2.955579197062723 2.7995226586069917
3.0013883212257575 2.7754119652427134
2.9933188344015176 2.7747837949557437
3.0305486743672345 2.7998400176718508
3.030242584928766 2.7982113913055624
2.966381864961959 2.782909648197049
3.0280241056251276 2.8104279597677193
2.9718765244666145 2.8228939422280694
2.996443559288524 2.8274721469325534
3.0254091459323487 2.788405854261981
3.0301575570420196 2.8009131978918775
3.0100514986434126 2.7780400959098674
2.957889410672423 2.793295016738055
2.9671672906823376 2.7826767805239063
3.0284119744195674 2.809120127848529
3.00948312348744 2.777886931244437
3.029743149514976 2.804856345024243
2.957883011330062 2.793431584401519
2.960484135759627 2.789193171426243
3.028087728747976 2.7931764984392475
3.0277170089611527 2.8100785599301723
2.996080458034 2.827206977449391
2.995379740825967 2.775412239952729
2.9789319697989223 2.825212451814303
3.0259142229489417 2.812852165359355
2.956498273583902 2.801372302688097
3.0286840503166683 2.807429549293627
2.9773068408075214 2.7780107748961083
3.029459309947884 2.8039032772190255
2.9988919515586088 2.775813786076548
3.0014923922706274 2.826428281847668
2.9967915740520343 2.775670528034912
3.006140470803582 2.777311634241193
2.9703358917521867 2.781440104116239
3.0247253450396 2.813653908518413
2.983944279613459 2.825925701375813
3.024694252039546 2.813531214793827
3.0226340024944145 2.8158263083789308
2.991671800992747 2.7759254803932216
2.9673177293373443 2.818892529596928
2.989181854954049 2.8264063909558343
2.9591201379067105 2.8089927396925285
2.9592103354657655 2.7935128701638257
2.96186533855844 2.7892617251726293
2.9898906708792934 2.77626342098939
3.0278782850832373 2.796099424045089
3.000098435514621 2.7766631853147654
3.027740143536683 2.8068853753470173
3.0129317788960455 2.8221279465789055
2.9586431443312917 2.7962460577783776
3.0009865959901276 2.8255390881920577
2.9646713744019566 2.815926170586513
3.0130413880567724 2.780837810708543
2.9633412953360643 2.8145040111166857
2.979096803165918 2.7785424160744294
3.000733505778823 2.8254975365799844
2.986849213010486 2.82565912391668
2.993539513396345 2.82603764166718
2.986834359976944 2.7769638005580806
3.015517754907713 2.8201876470686633
2.987494203272072 2.8256023299716415
3.0214482568681333 2.8155699337819473
3.0267206924448136 2.795180726830858
3.0257892973697236 2.809557962854623
2.971989864654244 2.8207146769528895
2.982421383036196 2.7780112836792674
2.9929237204384105 2.776813310787799
2.977939182518272 2.823291032035433
3.022527241009278 2.814169552449801
3.0088467637830423 2.7796170951570787
3.0271147562216965 2.7986058764147694
3.0265735473418025 2.8062221791266975
2.9619902759075667 2.811273631501145
2.9795531643919926 2.823454500531729
2.9771724155108235 2.7799555726911587
3.0250812970767553 2.793019453927035
3.0062893728489817 2.8234533148958194
2.994234851049012 2.7772850353117566
3.014864159493685 2.782861409549371
3.0229533968104176 2.812648078983596
3.0211742481620285 2.8147179555227013
3.001873088159461 2.8244211857249053
3.0198152089332413 2.816031702791242
3.0083476206101443 2.779907960395793
2.9742368664987624 2.8211613811986447
2.9634988118807315 2.7897282438227284
3.0155663015374716 2.7833989753153165
2.9989599124230253 2.777720835817668
3.006918813374943 2.7794560934916874
2.959307439667034 2.800610251921447
2.9709924074114817 2.783226838918803
2.994359460791989 2.825165052986367
3.0214268405919933 2.814352902070554
3.010436081795456 2.821791074108079
3.025354078206546 2.808416970142166
3.0199910040588924 2.786889868906653
2.9947844118911373 2.7774885694404894
2.9808932289745913 2.8234827151214703
2.9616095210131994 2.8097455640393463
2.982953878487188 2.8239809979335706
2.962117369215584 2.8105980033998024
3.0232263789834324 2.8118692888832637
2.9672863665777633 2.8165163341993864
2.9606600329922452 2.795120685160677
3.026538769416327 2.799355034631874
2.973239592599939 2.7822264549536753
2.977833132886572 2.8223615541429425
2.9709775123798328 2.819012758166475
2.9964931957500434 2.8247812097288545
3.024361997073494 2.809645247737911
2.9724763256285884 2.782795952654178
3.012696495691553 2.7822534868623605
2.961098335394992 2.8076905839814543
2.997260857823847 2.777975107065844
2.9817273317737323 2.7792172758442453
2.9617322186406554 2.7937138379959707
3.0110211873496433 2.7815616285181264
2.9685191409578238 2.8168922194131167
3.0249577172916977 2.8074781938530764
2.9711855705180508 2.783892775431645
2.9650144098647226 2.789241869713077
2.9740697299282477 2.7824513967622138
3.0064970166524767 2.82238082883332
3.0256004625161745 2.7990474724811287
3.018322025458508 2.7866308162295024
3.0253541827286945 2.797815253045748
3.004858564598672 2.779766073294305
2.9605508234536746 2.8010144559780197
3.0143213370450876 2.818551078577401
2.9792500847281307 2.821927819745598
2.977770303387606 2.8213696401558157
3.0016256450293026 2.823286935442461
2.9701762624025134 2.8173419334945566
2.9670854562790483 2.7878257474555483
2.964038962477431 2.7914291037238743
2.992156675734904 2.8240265312213793
2.968283357255161 2.815725687438797
2.994400735066927 2.823766712722385
2.9789998609791892 2.821452823343094
2.9725205150470697 2.8184255285422255
3.02265684765245 2.809541540662873
2.9712884758643514 2.817555518466222
3.0202535653430567 2.7897945234758743
3.0215334856704827 2.7915208160760847
3.0112810438909854 2.819529078912482
3.0213264457351547 2.811235475109364
2.979613559160381 2.8213430037928227
2.96174274301914 2.800037910335132
2.9878131612963026 2.779395363489426
2.971585005047464 2.785141438441242
2.966494589495961 2.812873669505342
2.9933234797617505 2.7791614379047997
3.0186118047577857 2.8140022560700166
2.9620915046235674 2.8037212066222397
3.017047082430033 2.815416010547959
3.0233517576981295 2.806631868378501
3.0036755147370537 2.7805269965014694
2.968480598134841 2.787790809296289
2.985071324925567 2.8224989256372353
2.9766205010564772 2.782650387295074
2.995342294212034 2.823147556999246
2.964013580559801 2.7936692325610784
3.017246576441282 2.7875110211776164
2.9677789318885726 2.8139128738999934
2.9633442630641715 2.7953378456097235
2.9852345925092862 2.8223779335217474
3.0034542284793977 2.780727424282527
2.9826791131875967 2.7807618193775467
2.9649408075414296 2.810014181336142
2.973585932945675 2.8180562659701676
2.9630372611571714 2.796894971926889
3.023364083865181 2.797690011252045
3.0143364246293416 2.8168745549737224
2.962525311678182 2.800932392034689
3.001768679733744 2.8219753582510876
3.022852849287933 2.796344988335771
2.9938501724541142 2.822781130521798
2.9789130149314995 2.820280800355043
3.0230206889254796 2.797387154407171
3.0186640544709906 2.7897349026559493
2.968219767333864 2.813476489083144
2.9636235684388446 2.8060953277182032
3.0203041973076052 2.8106516597902864
2.9704625097995114 2.815431911682592
2.9811843274236125 2.781648239531183
2.9786934217073364 2.7825410712805048
2.969494953637576 2.788122117522172
2.996414308666602 2.82233655662107
2.9832761197401436 2.821263920614883
2.9641566843206406 2.795867149350805
3.0134346887811434 2.816704565911921
2.968173596255912 2.7897240894662763
2.9831963947651294 2.821104692364775
2.9973464650571744 2.7804055446308613
3.015057700373252 2.815478414302812
3.0022476866094157 2.78126229355774
2.994024330710943 2.822210109601371
2.9668422145925133 2.7915251973831294
2.979759212730449 2.7825454556549873
2.9757809021777315 2.8182060332586145
3.0226479683725094 2.8016483485365433
2.967932808144927 2.8121465742066714
3.018419991120927 2.811973166440241
2.9708757356640616 2.787579211506428
2.980468556422246 2.8200617226193114
3.0212116478027418 2.807492179765607
2.979902851174836 2.782643807196239
3.0162264993847767 2.8141341396952053
3.0107835534406178 2.78464950031668
3.0009958829829246 2.8212268259447764
2.964944984233146 2.795495815120482
3.022072066300338 2.7980257872171217
2.9722243247657287 2.815780998705719
3.0024285645605286 2.7816049735585158
3.0223625850688594 2.8022752360192587
3.0117032967878754 2.8172188659099184
2.9638885653934115 2.8019850249534084
2.9957222145468125 2.7807451450846936
2.9645077563804185 2.7975948319340653
3.006651647040664 2.7830562026743495
3.0202173916345423 2.808548537528523
3.0200834313293994 2.808784955687859
2.9934164492052244 2.7807353475968593
3.0077780497260043 2.818836053870477
2.9670545058968645 2.792484473228805
2.964390115051651 2.7992899203167876
2.9709904438208383 2.7881664251133857
2.990116940185221 2.7809735170865824
2.9643295765600035 2.801936102641381
3.0010666013750686 2.781685779050172
3.005612975667165 2.819439102101495
2.9804839415532243 2.7831207224643864
3.0112157789680296 2.7856868615288604
2.96819274807715 2.8110090303362147
2.970675648694944 2.7889246293708148
2.9833257353983313 2.820077550317604
3.0213720045690446 2.802760447924107
2.981295873171092 2.78303168204638
2.9842847782054562 2.820249268459818
2.983321261544663 2.8199400246876016
2.9894921284458915 2.7814643827920102
2.990459238808202 2.781411474209283
3.0199654296646106 2.807188610223756
2.976927575243697 2.784970776851397
2.9754032222303426 2.81665041485959
3.0185224514333346 2.792823975486636
3.0204181250468016 2.7967705675114436
3.0210409603222073 2.802367560934951
3.0005417901753213 2.8202894063699375
3.0187437994169897 2.8091299448920335
2.9723523825394285 2.7880109639834396
3.018516930683118 2.7930496359766814
2.984900226961683 2.820090454058745
2.9996180194447986 2.8204027027492877
3.018354419061872 2.809551496773939
3.0053263469205787 2.8189125100262515
2.969554332346311 2.8116193071631725
2.9928792465247716 2.7816112547230567
2.9657864487047814 2.797952259341989
