mu sigma
2.995421060673818 3.5304800102730676
2.999131993783308 3.529768373601059
3.0673064388358426 3.569371557153867
3.0477105524533457 3.5372829730335265
2.963347147897201 3.5519148069126567
3.03744141789159 3.601029390176527
3.0671457794089116 3.56494942200255
3.0402476616229186 3.533780103138582
3.063255808353 3.552613885316335
3.0537965081616383 3.541727292576299
3.064449683936093 3.5788078326493173
2.960100872066531 3.5600421561123436
3.0583115794515643 3.5460740009308718
2.9620931594489077 3.5548142621764187
2.988833026351524 3.6007601073896116
3.063707867914859 3.5539471044498807
2.960292437814997 3.56047296249593
3.0484681621928877 3.5953790429363153
2.9991526044134327 3.603372137318903
2.9601631786766847 3.5619479035004127
3.0662415438575548 3.5625232827673923
3.0566433424577673 3.5449603729501176
3.016412716626701 3.604481766266068
3.0575612320779477 3.5459740107682878
2.9693585750094926 3.588202308640793
3.0511579788180088 3.540630114962698
3.037899730884815 3.60002102455356
3.0540505887386926 3.542956156181758
3.0209165140689453 3.603885847491423
2.9822435310699724 3.5364074134589574
2.9613884998027733 3.5590528801548897
3.057551092360141 3.5464768333028314
3.0595660228787924 3.549072081286462
3.043509903034209 3.536293844294474
3.010806419874986 3.6040891422010835
3.0286327502291748 3.6024445534871186
2.969832933755894 3.588079131795483
3.0559917024264616 3.5452007100404703
3.0093081985590313 3.603914893044503
2.9627437777644343 3.5773813323730215
2.9624651268626296 3.5760930265136484
2.9827181404993808 3.53679112731287
3.013885453659511 3.60374524106406
3.048717567564114 3.5938272229666772
3.0480501503929354 3.539463965880254
3.0174976404162184 3.6034626041813262
3.037432551191604 3.599315224347866
3.054957109803814 3.5450777267173574
3.008665005977113 3.5302429413289897
2.9688554135895373 3.548003996404447
2.987897395968292 3.5986293520579804
2.975607817126348 3.5917028767449786
3.0056699561705336 3.6027359002190655
3.053356026478622 3.544290436545725
2.97331533334291 3.589679191840393
3.057003328530209 3.5482246838733653
3.06227815292213 3.556858987333589
3.0429626072633216 3.596104072588257
3.0586416152925073 3.5830420511962835
2.9669582549368374 3.5818327650982513
3.0245513788914344 3.5317708276346567
3.002618380776742 3.5316620463262307
3.0257692341537834 3.5320148562910307
2.9761330573112494 3.5913446994570557
2.965296348197794 3.578569517227127
3.0631263420063632 3.57250106579201
2.9708961576074095 3.5864247429054497
3.0336012714342346 3.599439892667124
2.9968228140416278 3.6005461097577056
3.0577087082902206 3.5835467284316156
3.055300312767248 3.547282877316946
3.045863285018944 3.5397014128781032
2.9695013282284606 3.5844997082538486
3.046459371751334 3.5934443367008324
3.061400150722149 3.576804631882238
3.0625073626922417 3.5601964514643942
3.03403107138088 3.5990822564923235
3.0370714433370423 3.5356047092165355
3.0535817506932177 3.5458289764404305
2.963293533440509 3.5634965751751686
2.9955749043397613 3.599937897171798
3.043964592078038 3.5946992138263307
3.0354523075260387 3.5984600431610545
3.012080743138113 3.531411692048909
2.9734148330324963 3.58810402328434
3.0357720822473198 3.598108912439655
2.9923477999568955 3.535177197089274
2.9639359535377996 3.568640865441287
2.967911526002335 3.580385615616471
2.9984702598659183 3.5998957940855902
3.007254642873245 3.532330964346758
2.97389266964031 3.5873731924652956
3.0614072937238164 3.5720054853835514
2.991180795508434 3.5975761492279617
3.0312110261194594 3.5987502346657685
3.0131214245465405 3.60119402829643
2.980234146153091 3.592141859815307
3.0028351183138344 3.533243319294983
3.0575925549943976 3.5533698381579955
2.974110749475764 3.5466959439106964
3.003713320064155 3.600194874461627
3.04322305782547 3.5401389532422955
2.9825105864089467 3.593043897564608
2.97471361981974 3.546342074497124
3.0502389937614316 3.58840868428214
3.0610746638957225 3.564212465122152
3.0106291810495605 3.600688840759139
2.9710275600557208 3.5829508553540763
2.965335405460886 3.567895006034707
3.00638636682383 3.533284270596215
2.9689018916592627 3.5795628071256145
2.969758001812786 3.5808985315455772
3.014040633592635 3.5330739055247014
3.013334325312325 3.5331445343015884
2.9674087115660623 3.5757939316539247
2.999845278164563 3.534570466900395
3.0518407395955585 3.5474409152719693
3.035652443343958 3.5961930843061736
2.965957730613131 3.5673668305352306
3.027719114249838 3.5984824512154545
2.9912744510683833 3.5963117792175803
3.0583610504814573 3.557311091816902
3.0568981835983724 3.554347389480193
3.021553083418807 3.5995253501491318
2.9970804213401934 3.5980304116897583
2.966353464444956 3.5702702557245853
3.0386847025669477 3.594690666907243
3.057428699853697 3.5555966625252786
3.0421504817847103 3.5928695853939487
3.059507657086185 3.571686260937467
3.0532541059358893 3.583857402227266
2.97573706973949 3.546908815403831
3.002646411534184 3.5345217332595897
3.04639546394014 3.543539890176264
3.059594749775701 3.5639175696300986
2.999139642203859 3.598140706894382
2.9682253069337556 3.5753572061088597
3.027539348664235 3.535475449478249
3.025100070799854 3.5350011477907968
3.009954138501621 3.534041209782433
3.0427423110370686 3.541547928510293
2.976734848971959 3.586898708803641
3.04318451294113 3.5419507361596514
3.0583385520133706 3.573492001554992
3.0587364245578668 3.561664932257334
3.0586336856798964 3.572308614068838
3.0120537575122746 3.5993359542918135
2.9681015462598355 3.573736807363155
3.0327005562789533 3.5962336839248144
2.972397303757688 3.5517484153992784
2.9923053689260004 3.537789956581203
3.038114708280591 3.5394797850475013
3.006979342521847 3.5345568195272037
3.058810946249546 3.570164405562079
3.0474444470380253 3.5883127260143857
3.057283690023061 3.557923382883577
2.9913677041193676 3.5382531474992325
3.022751236367715 3.535094578987354
3.050859643906984 3.5850616442302723
3.0386595142754595 3.593575401324405
2.9688997300223092 3.5588029822633516
3.0318622000125464 3.5961989506332213
3.0484107338676942 3.5463001601924784
2.968837555834879 3.5591699780416155
3.0561953597666354 3.5561116675931292
2.9700685417101136 3.5563664620854114
2.9814771586670696 3.5898739337974557
2.976297404600449 3.5479248457790624
2.986848600832088 3.5405487541190723
3.046652842692671 3.5450581046243106
3.0006721222750543 3.597607035893851
2.97107544008746 3.578816476267078
3.0583088256876634 3.5635514051712684
2.970903560608063 3.578463529683287
2.984474459857382 3.5419788874222546
2.968136407575763 3.5634216801957352
2.972074772708287 3.553375016363485
2.9983696256474683 3.5365038902444272
3.039134424248608 3.5928861335004854
2.967990249269956 3.5672235985733187
3.006924702683796 3.5351107816793403
3.0543568165808086 3.5797929492922576
3.020043330480014 3.5351967633589423
2.9691796314838244 3.5738143318067923
3.0184842565022345 3.5983808369112436
3.0566723144516916 3.5750909410754788
2.9749569584456808 3.583511811030698
2.983379663439752 3.54293359049687
3.041857796167581 3.542298834911568
2.989157920290906 3.539883972616545
2.9686350810910316 3.5709847035065434
2.976701964474416 3.548258524442949
3.0081888640227197 3.5982443442741525
2.970543374172409 3.5765598424335554
3.0572593231985628 3.5722241372386683
3.011826664038266 3.5983621822811793
3.0570706847105225 3.5608828808478092
3.0433551287282223 3.5435440052503613
2.9971642232019375 3.5961479047393485
3.0477213457364543 3.5468816552322036
2.968740726693133 3.5644746454618965
2.969123790685388 3.5708241397884057
3.0264884414281443 3.536773597983544
3.013706334230615 3.598031228801763
2.986971907285396 3.591950633379968
3.0542069181968703 3.5551078694313833
3.038380680142854 3.5924182373291758
3.0216548085159323 3.5360745072834385
3.0515661036194164 3.5820367899467387
3.0482730147515973 3.585483813507012
2.969341038719686 3.5691299573381357
3.0042560985641757 3.536310948575937
2.9789563623489017 3.586199201335324
3.0192217770706637 3.5974415915107234
3.0440800083525983 3.54473007044483
3.003131747241579 3.5968921411559456
3.0277897122435418 3.537515478463712
3.0321958992660076 3.5388325035834796
2.9992955564821564 3.5960762636403016
2.9778483519365118 3.548457600649497
2.9747615876522366 3.551915815501247
3.0382014732915974 3.592068977562797
3.016178420548762 3.5359053943545167
2.9727700590559962 3.5783566424714346
3.0039457848762345 3.536652612408691
3.016681591174958 3.5360865745989294
3.0472038755164634 3.5857773159847177
2.9849419440235474 3.5435639533878227
3.0399435629205467 3.542760350567562
2.9881054633538264 3.5915745805441786
2.975102021196382 3.581086727296656
3.052375315925314 3.55418718340613
3.033957753698627 3.5400887974179396
3.0049811420740453 3.596519416978772
3.0496833692214995 3.582637904675203
2.9719597729322356 3.575170181688912
3.0559920193679075 3.565376253429673
3.0246803879719106 3.5375357925961453
3.0447376556230448 3.5871393543234964
3.020304776465398 3.596516628049509
2.9703986342588493 3.566502227569263
3.0425996670392235 3.5886287477103362
2.9731959092223113 3.5561599095685907
2.9722969777526043 3.5750514767811388
3.0515600447626134 3.5795923981728928
3.055059622030371 3.5716343417514373
2.9762492164985366 3.552009933226279
3.036578297775561 3.5417447496625525
2.9878637671441 3.5427127098162403
2.971761397914638 3.5606128329044506
2.983774433555493 3.5881329528302426
3.053102653162817 3.5761489514539795
3.0550058110443916 3.569841019732212
3.0551876481086913 3.565565509467297
3.0166667780205216 3.5962903978449203
3.00805952419576 3.596150522445662
2.9983602617520577 3.538949252393519
2.9807595697853477 3.5479078423682897
2.9722446856477602 3.5606220342385706
3.000978015007243 3.538459575690669
2.9787321544462273 3.5500664595727365
2.9741881307454126 3.5562566264710576
2.98195082488658 3.5472229762285377
3.0537784055174466 3.560362683096333
3.0424606552948545 3.587524128795808
3.0537000722898124 3.5728595992420504
3.0469156838303553 3.5836612910410413
3.006705877064995 3.537789147043494
2.973028326085838 3.5596788450227344
3.008668417987173 3.5376828308736066
3.0533199546523133 3.5601299826875494
3.049334668607577 3.5527677836747875
2.9755384005061485 3.5548810786558853
2.99204008810881 3.5916709052638414
3.051544713495109 3.577064222242085
2.983041376804124 3.546946784152332
3.0424224250740584 3.546336513777697
3.0432611448410274 3.5864205884749856
3.0502081389398934 3.554281143282019
3.0407857320620426 3.545281168620968
3.007958778817174 3.5954103046487025
3.046784519599819 3.550202064585185
2.9722538086538535 3.5656004396701353
2.97884806310925 3.582476657234606
2.981464087089809 3.5484902669467844
2.977130565352331 3.5531286517322154
3.053743705876981 3.569410121399383
3.03929322963501 3.588798221735191
3.019451793542252 3.5951384998063087
2.98391125454287 3.546662370812324
3.0222044430363697 3.538634641220044
3.041759392122093 3.5462430830491325
2.987490997401465 3.544388788431829
3.027496906508482 3.593518018283199
3.0318986369473255 3.592115560229316
2.991264055374103 3.590738146215578
3.0075544355684607 3.5383869547297566
3.030896002444769 3.5410692011035714
2.9732494020784275 3.5701032184270747
2.9745103299294726 3.559016559405805
3.0092094133905745 3.5384435081079006
2.9732124032885965 3.5679104923655403
2.9838309888041454 3.547512908150843
3.052807829635907 3.570069477890498
2.9762572360922097 3.5773842703100245
2.975222620002137 3.575374810749141
3.0489362163876765 3.5788626858340833
3.0381345527025934 3.5448712307577503
2.9837427107752568 3.5855240510464697
3.0412281248172457 3.5468856088880045
3.052687383656326 3.568873775881516
3.008420560843239 3.5388707535167816
3.0256896642975617 3.540117223810781
3.0158112421052836 3.594568969652591
3.0057263836322745 3.53925028824905
3.0063816027101478 3.5941473063720086
3.0517579027309854 3.561205301364159
3.014334162011658 3.5388522427848996
2.974216798006244 3.563125871618725
3.000229885909731 3.5928256824500804
2.9811832817064907 3.5507079373692614
2.9961800639726 3.591616787295568
3.04778445901158 3.579534798114344
3.020159202649327 3.539489459286949
3.037908088547132 3.588027416882267
3.046610881604673 3.552500844051869
3.025104304135031 3.592871091244567
3.029911002795803 3.5914251677105296
3.027466881007303 3.5412184037879624
3.0504610402174794 3.5593387310733444
2.989241527271661 3.588198748734392
2.978045427867582 3.5781099190357453
2.9746910134234357 3.5646549273370063
3.024602979972249 3.5926419197470265
2.975833751266306 3.560081716489309
2.996180125261551 3.5422851483333577
2.9986479102179455 3.5415243715450835
2.994774240426215 3.5904999485766433
2.9747885383594754 3.5671490123446166
2.9790045387010817 3.5788580004421093
3.046256031547816 3.5532272501004596
3.034094734905076 3.589214311260523
2.9808030530714813 3.580966989760934
3.017387495362343 3.5398858108641136
3.0441223270659328 3.5510112272891186
3.0468601705439955 3.5542063664434895
2.9870142248943243 3.547234405790669
3.0415561799295854 3.584418387971538
3.011799063557809 3.593418013362299
2.9757424430678645 3.562668347076301
2.9814945070063774 3.581313800919465
3.0373411756338244 3.5461209939706344
3.0488435110518526 3.5579223195628007
2.976788097339683 3.5595083930698577
2.975496297683964 3.5682477743090733
2.985393372754475 3.5486494942123685
3.0507364672599135 3.5676769509913364
2.9777069895815367 3.5753740244733083
3.0458699524108503 3.5536994313746444
2.992412362156137 3.5446172955966975
2.976924816152799 3.573247940055725
3.0500342311831217 3.562495655398542
2.9978844134424842 3.5906885451027133
3.0503757244850194 3.5654906207000336
2.9863428760700965 3.548423582082587
3.0500461212811802 3.5632965738806908
3.0321704070029787 3.544094513987086
3.0480384246667267 3.5578827225974137
3.046937823455869 3.5773054695179622
3.0497219011753844 3.570502076007978
3.0457698588493893 3.554399375924298
3.0468300637985752 3.5771847196764073
2.9997230791889713 3.590873159656679
2.9855440545276424 3.549491467634481
3.0492470266447085 3.5618433213590994
2.977058485223531 3.571135515959652
2.976646254070627 3.5686501529731545
3.041897059896686 3.582700002975491
3.0488004056091227 3.5608226762223922
3.02495311038143 3.5421967652453032
2.9808247547108877 3.578552596307849
3.0227538812041104 3.541852416309355
2.9831703465450197 3.552186579370149
3.0484525605697597 3.561173208364945
2.9784912928402107 3.573894207075762
3.007197279678782 3.5414353032910673
3.045558547782505 3.5553487904743926
3.0126172358729626 3.592087464581559
2.984093827842957 3.5516655755526156
3.034900093558421 3.5464573261695502
3.02326265062817 3.590979471699613
3.0449033301630686 3.5784613867978687
2.9815703346891027 3.554699946734158
2.9776343106026726 3.563724416462942
3.035830605198531 3.5861992503583884
3.01365602853695 3.5918958265778778
3.00807671865061 3.541631671753521
3.003679385477271 3.5909746396390005
3.043116465857901 3.5530233973627308
3.0347447111511263 3.5466090383554647
3.014114600679487 3.5414594166254085
2.999489278643545 3.5898236659158806
3.047401602057662 3.56033098911214
2.984212984165519 3.5809314074011263
2.9883536609214847 3.584399523245839
3.0335056251956294 3.5869734484723734
3.036018570585334 3.547726977149229
3.0444846053622303 3.5553702509980183
2.9781889641759096 3.5687840383182783
2.9781353477289003 3.565254518714375
3.008240822118603 3.5911891315105553
3.0004137914220057 3.589729149288407
2.9908249186984106 3.547553378787759
2.9788767232013393 3.561731907774312
3.047353311027801 3.5718359768612307
3.028003879613968 3.5442735059239987
3.0478565655366543 3.56900906491496
3.016247615932022 3.5421063607553687
3.033837023947642 3.586293591937137
2.982286129068851 3.55558955874042
3.0251863448515537 3.5437439688983763
3.027522372958442 3.544534983041218
3.0470733827609386 3.562706055645764
2.9821316263009128 3.5562679703440403
3.0284312310864174 3.588277380604511
2.9792590441022253 3.5699200502311665
2.9976905947165164 3.545056317308136
2.9894370010222415 3.583976906173551
3.0096022681797208 3.5426841049282083
3.047067542921429 3.5683342975129397
2.9987934550674784 3.544883376086899
3.007097014747253 3.5901863866990285
3.0468539523003035 3.568897625136862
3.005186439389327 3.589834738065231
3.0050910786004783 3.5434507248257563
3.0346284023813093 3.5849810156866257
3.0168395838272275 3.5429527482414285
3.002181553124328 3.544291511136098
3.0169253605671735 3.5431365392472336
3.0196819434162636 3.5434572210729054
3.0089685668470296 3.589917417486083
3.0214004014521185 3.5893325912399767
3.0273800460607325 3.587770170644007
3.0352216277961066 3.5491731436751444
2.9802147602712314 3.5689769411749133
2.999355651526983 3.5878302037071155
2.980250837891283 3.566058334944164
